"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"678","8520","5630",-0.428434827105806,"Primary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",85
"679","8610","5630",-0.663085717884674,"Hospital activities","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",24
"680","6419","5630",-0.519356277528105,"Other monetary intermediation","Beverage serving","Financial, insurance, pension","Food, beverage service","Business services","Other Service activities",17
"681","4711","5630",0.133953629975015,"Food, beverages, tobacco mainly","Beverage serving","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",91
"682","4771","5630",0.27058944611368,"Clothing","Beverage serving","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",59
"683","7820","5630",-0.10442882726663,"Temporary employment agencies","Beverage serving","Employment activities","Food, beverage service","Business services","Other Service activities",44
"684","5610","5630",0.663034442674765,"Restaurants, mobile food service","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",153
"685","8411","5630",-0.541444630546058,"General public administration","Beverage serving","Central/Local Gov. administration","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"686","8690","5630",-0.500180314528365,"Other","Beverage serving","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",11
"687","8542","5630",-0.235978858508492,"Tertiary","Beverage serving","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",14
"688","8121","5630",0.118964087864819,"General cleaning of buildings","Beverage serving","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",35
"689","4719","5630",0.117276623988538,"Other non specialised","Beverage serving","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",22
"690","8899","5630",-0.440712405733066,"Other","Beverage serving","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"691","6910","5630",-0.0877352982065898,"Legal activities","Beverage serving","Legal and accounting activities","Food, beverage service","Business services ","Other Service activities",10
"692","6920","5630",-0.0802453008119506,"Accounting, auditing; tax consltcy","Beverage serving","Legal and accounting activities","Food, beverage service","Business services","Other Service activities",10
"693","5621","5630",0.254047336052436,"Event catering","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",31
"694","5630","5630",1,"Beverage serving","Beverage serving","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",643
"695","6820","5630",0.129991992491885,"Renting, operating own or leased ","Beverage serving","Real estate activities","Food, beverage service","Business services ","Other Service activities",16
