"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1324","8610","7010",-0.649465880170668,"Hospital activities","Head office activities","Human health activities","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",10
"1325","8520","7010",-0.555841330076269,"Primary","Head office activities","Education","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",18
"1326","4711","7010",-0.279260311619349,"Food, beverages, tobacco mainly","Head office activities","Non specialised retail stores","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",18
"1327","5610","7010",0.0360337438261595,"Restaurants, mobile food service","Head office activities","Food, beverage service","Head offices; mgment consultancy","Other Service activities","Business services",23
"1328","7820","7010",0.0749428251463759,"Temporary employment agencies","Head office activities","Employment activities","Head offices; mgment consultancy","Business services","Business services",30
"1329","8121","7010",0.560612517114523,"General cleaning of buildings","Head office activities","Buildings, landscape activities","Head offices; mgment consultancy","Business services","Business services",40
"1330","6920","7010",0.392865180170854,"Accounting, auditing; tax consltcy","Head office activities","Legal and accounting activities","Head offices; mgment consultancy","Business services","Business services",14
"1331","5630","7010",-0.0189997007521771,"Beverage serving","Head office activities","Food, beverage service","Head offices; mgment consultancy","Other Service activities","Business services",10
"1332","5510","7010",0.260016156141288,"Hotels and similar","Head office activities","Accommodation","Head offices; mgment consultancy","Other Service activities","Business services",10
"1333","8110","7010",0.699376712261325,"Combined facilities support","Head office activities","Buildings, landscape activities","Head offices; mgment consultancy","Business services","Business services",29
"1334","7022","7010",0.354223919733097,"Business, other management","Head office activities","Head offices; mgment consultancy","Head offices; mgment consultancy","Business services","Business services",10
"1335","4673","7010",0.592951694232999,"Wood, construction, sanitary equip","Head office activities","Other wholesale","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"1336","5629","7010",0.429579807088215,"Other food service","Head office activities","Food, beverage service","Head offices; mgment consultancy","Other Service activities","Business services",12
"1337","7010","7010",1,"Head office activities","Head office activities","Head offices; mgment consultancy","Head offices; mgment consultancy","Business services","Business services",259
"1338","5621","7010",0.535009226007421,"Event catering","Head office activities","Food, beverage service","Head offices; mgment consultancy","Other Service activities","Business services",10
"1339","4779","7010",0.937521287039449,"Other second hand goods","Head office activities","Specialised retail - other","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"1340","2041","7010",0.990275776908829,"Soap and detergents, cleaning","Head office activities","Chemicals, chemical products","Head offices; mgment consultancy","Manufacture coke, petroleum, chemicals, pharmaceuticals","Business services",35
